person;id;user_frame;pre_user_frame;system_frame;pre_system_frame;Polite;Human;Detailed;query;response;preresponse;sarcasm;rephrasing;task;condition
VP2.2T;281;3.1;2.2;3.3;3.1;0;;;kann ich Zutatenliste sehen?;Zutatenliste/Wie findest du die Zutaten?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Schinken-Gurken-Brot"". Wie klingt das fuer dich?";0;0;4;text
VP2.2T;282;3.3;3.1;3.4;3.3;;;;ja das klingt gut;Moechtest du das Rezept sehen?;Zutatenliste/Wie findest du die Zutaten?;0;0;4;text
VP2.2T;283;3.4;3.3;3.4;3.4;;;;ja bitte;Rezept;Moechtest du das Rezept sehen?;0;0;4;text
VP2.2T;284;4;3.4;-1;3.4;;;;ok passt alles;NaN;Rezept;0;0;4;text
VP2.2T;285;4;4;-1;-1;;;;Dankeschoen;NaN;NaN;0;0;4;text
VP2.3T;286;1;-1;1;-1;;;;hey telefood;Hallo! Was kann ich fuer dich tun?;;0;0;4;text
VP2.3T;287;2.1;1;0;1;1;2;1;ich moechte in ejner Stunde joggen gehen und davor was essen. was schlaegst du vor;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;Hallo! Was kann ich fuer dich tun?;0;1;4;text
VP2.3T;288;2.1;2.1;2.1;0;;;;ich moechte in einer Stunde joggen gehen und moechte davor was essen. was schlaegst du vor;Auf was hast du Lust?;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;0;1;4;text
VP2.3T;289;2.1;2.1;2.1;2.1;;;;etwas leichtes;Erwartest du Besuch oder kochst du fuer dich allein?;Auf was hast du Lust?;0;0;4;text
VP2.3T;290;2.1;2.1;2.1;2.1;;;;was mir viel Energie gibt, ich mache spaeter sport;Wie ausgefallen darf das Rezept sein?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;4;text
VP2.3T;292;2.1;2.1;2.2;2.1;;;;es soll schnell gehen;Was sind deine Lieblingszutaten?;Wie ausgefallen darf das Rezept sein?;0;0;4;text
VP2.3T;293;2.2;2.1;2.2;2.2;;;;Gemuese und Fleisch.;Welches Gemuese magst du?;Was sind deine Lieblingszutaten?;0;0;4;text
VP2.3T;294;2.2;2.2;3.1;2.2;;;;am liebsten Salat und Zucchini, was soll ich vor dem Sport essen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Quinoasalat mit Avocado und Banane"". Wie klingt das fuer dich?";Welches Gemuese magst du?;0;0;4;text
VP2.3T;296;5;2.2;5;3.1;;;;wie viele Kalorien hat es und wie lange dauert die Zubereitung?;"Kalorien p. P.: keine Angabe; Arbeitszeit: ca. 10 Min.";"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Quinoasalat mit Avocado und Banane"". Wie klingt das fuer dich?";0;0;4;text
VP2.3T;299;3.1;5;3.3;5;0;;;ich brauche die zutatenliste;Zutatenliste/Wie findest du die Zutaten?;"Kalorien p. P.: keine Angabe; Arbeitszeit: ca. 10 Min.";0;0;4;text
VP2.3T;300;3.2;3.1;-1;3.3;;;;ok danke, klingt sehr gut;NaN;Zutatenliste/Wie findest du die Zutaten?;0;0;4;text
VP2.3T;302;5;3.2;5;-1;;;;wie viele Kalorien hat Quinoa und was sind die naehrstoffw;Kalorien p. P.: keine Angabe;NaN;0;0;4;text
VP2.3T;305;5;5;5;5;;;;egal, was ist quinoa;Definition Quinoa;Kalorien p. P.: keine Angabe;0;0;4;text
VP2.3T;307;4;5;-1;5;;;;alles klar danke;NaN;Definition Quinoa;0;0;4;text
VP1.4T;308;1;-1;1;-1;;;;Hey Telefood;Hallo! Was kann ich fuer dich tun?;;0;0;5;text
VP1.4T;309;2.1;1;2.1;1;0;1;1;Ich suche ein einfaches und schnelles Rezept mit wenig Zutaten;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;5;text
VP1.4T;310;2.1;2.1;2.1;2.1;;;;Salat;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;5;text
VP1.4T;311;2.1;2.1;2.1;2.1;;;;Gut;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;5;text
VP1.4T;312;2.1;2.1;2.2;2.1;;;;Ich esse allein;Was sind deine Lieblingszutaten?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;5;text
VP1.4T;313;2.2;2.1;3.1;2.2;;;;Tomaten und Avocado;"Du hast erwaehnt, dass du Tomaten, Avocado magst, wie klingt ""Rucola-Avocado-Tomaten-Salat mit Kuerbiskernen"" fuer dich?";Was sind deine Lieblingszutaten?;0;0;5;text
VP1.4T;314;3.1;2.2;3.2;3.1;0;;;Sehr gut;Moechtest du die Zutatenliste sehen?;"Du hast erwaehnt, dass du Tomaten, Avocado magst, wie klingt ""Rucola-Avocado-Tomaten-Salat mit Kuerbiskernen"" fuer dich?";0;0;5;text
VP1.4T;315;3.2;3.1;3.2;3.2;;;;Ja;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;5;text
VP1.4T;316;3.2;3.2;3.3;3.2;;;;Gut;Moechtest du das Rezept sehen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;5;text
VP1.4T;317;3.3;3.2;3.4;3.3;;;;Ja;Link;Moechtest du das Rezept sehen?;0;0;5;text
VP1.5T;318;1;-1;1;-1;;;;hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;5;text
VP1.5T;319;2.1;1;2.1;1;0;0;1;schnelles leckeres Rezept nicht zu viel;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;5;text
VP1.5T;321;2.1;2.1;2.1;2.1;;;;keine Nudeln;Wie ausgefallen darf das Rezept sein?;Auf was hast du Lust?;0;0;5;text
VP1.5T;322;2.1;2.1;2.1;2.1;;;;sehr ausgefallen, aber nicht aufwendig;Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;Wie ausgefallen darf das Rezept sein?;0;0;5;text
VP1.5T;323;2.1;2.1;2.2;2.1;;;;unter der Woche viel von Nudeln, am Wochenende abwechslungsreich;Was sind deine Lieblingszutaten?;Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;0;0;5;text
VP1.5T;325;2.2;2.1;3.1;2.2;;;;Mais Milch Tomaten;"Du hast erwaehnt, dass du Mais, Tomaten,Milch magst, wie klingt ""Tomaten-Mais-Suppe"" fuer dich?";Was sind deine Lieblingszutaten?;0;0;5;text
VP1.5T;326;3.1;2.2;3.2;3.1;0;;;gut;Moechtest du das Rezept sehen?;"Du hast erwaehnt, dass du Mais, Tomaten,Milch magst, wie klingt ""Tomaten-Mais-Suppe"" fuer dich?";0;0;5;text
VP1.5T;327;3.2;3.1;3.4;3.2;;;;ja;Rezept;Moechtest du das Rezept sehen?;0;0;5;text
VP1.7T;328;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;5;text
VP1.7T;329;2.1;1;2.1;1;0;2;0;Es ist schon spaeter aber ich moechte noch eine Kleinigkeit essen;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;5;text
VP1.7T;330;2.1;2.1;2.1;2.1;;;;10min;Auf was hast du Lust?;Wieviel Zeit hast du zum Kochen?;0;0;5;text
VP1.7T;331;2.1;2.1;2.2;2.1;;;;Auf was warmes;Was sind deine Lieblingszutaten?;Auf was hast du Lust?;0;0;5;text
VP1.7T;332;2.2;2.1;2.2;2.2;;;;Gemuese;Welches Gemuese magst du?;Was sind deine Lieblingszutaten?;0;0;5;text
VP1.7T;333;2.2;2.2;3.1;2.2;;;;Paprika,tomaten,Zucchini;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Zucchini-Paprika-Moehren-Frittata mit Huettenkaese und Tomaten"". Wie klingt das fuer dich?";Welches Gemuese magst du?;0;0;5;text
VP1.7T;334;5;2.2;0;3.1;;;;Was ist fitatata?;NaN;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Zucchini-Paprika-Moehren-Frittata mit Huettenkaese und Tomaten"". Wie klingt das fuer dich?";0;1;5;text
VP1.7T;335;5;5;0;0;;;;Frittata;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;NaN;0;1;5;text
VP1.7T;336;5;5;5;0;;;;Was ist denn Fritatta?;Die Frittata ist ein italienisches Omelett. Sie wird kalt oder warm als Vorspeise oder Hauptgericht serviert oder in kleineren Stuecken zum Aperitif gereicht.;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;0;1;5;text
VP1.7T;337;3.1;5;0;5;0;;;Das klingz gut;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;Die Frittata ist ein italienisches Omelett. Sie wird kalt oder warm als Vorspeise oder Hauptgericht serviert oder in kleineren Stuecken zum Aperitif gereicht.;0;1;5;text
VP1.7T;338;3.1;3.1;3.2;0;0;;;Das klingt gut;Moechtest du das Rezept sehen?;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;0;1;5;text
VP1.7T;339;3.4;3.1;3.4;3.2;;;;Ja;Rezept;Moechtest du das Rezept sehen?;0;0;5;text
VP1.8T;340;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;5;text
VP1.8T;341;2.1;1;2.1;1;0;1;2;Suche ein Kohlenhydratreiches, leichtes Abendessen fuer mich raus;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;5;text
VP1.8T;342;2.1;2.1;2.1;2.1;;;;10-20 Minuten;Auf was hast du Lust?;Wieviel Zeit hast du zum Kochen?;0;0;5;text
VP1.8T;343;2.2;2.1;2.2;2.1;;;;Haehnchen und Reis/Nudeln;Welches Gemuese magst du?;Auf was hast du Lust?;0;0;5;text
VP1.8T;344;2.2;2.2;3.1;2.2;;;;Brokkoli und Paprika;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Haehnchen mit Brokkoli und Karotten in KaesesahnesoÌÙe mit Reis"". Wie klingt das fuer dich?";Welches Gemuese magst du?;0;0;5;text
VP1.8T;345;3.1;2.2;2.2;3.1;0;;;Das klingt schon Mal nicht schlecht, findest du auch ein Gericht mit anderer SoÌÙe?;Welche Zutaten wuerdest du niemals benuetzen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Haehnchen mit Brokkoli und Karotten in KaesesahnesoÌÙe mit Reis"". Wie klingt das fuer dich?";0;0;5;text
VP1.8T;346;2.2;3.1;3.1;2.2;;;;Fuer die leichte Mahlzeit eher keine Sahne;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gebratener Reis mit Huehnchen"". Wie klingt das fuer dich?";Welche Zutaten wuerdest du niemals benuetzen?;0;0;5;text
VP1.8T;347;3.1;2.2;3.3;3.1;0;;;Was fuer ein Gemuese ist denn dabei? ;Zutatenliste;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gebratener Reis mit Huehnchen"". Wie klingt das fuer dich?";0;0;5;text
VP1.8T;348;3.3;3.1;3.4;3.3;;;; Ich habe doch nur Paprika, Karotten und Erbsen da. Ok, ich werde einfach bisschen variieren, Gib mir doch bitte das Rezept;Rezept;Zutatenliste;0;0;5;text
VP1.8T;350;4;3.3;-1;3.4;;;;Vielen Dank Telefood!;NaN;Rezept;0;0;5;text
VP1.9T;351;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;5;text
VP1.9T;352;2.1;1;2.1;1;0;0;0;Essen schnell einfach;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;5;text
VP1.9T;353;2.1;2.1;2.1;2.1;;;;Pizza oder nudeln;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;5;text
VP1.9T;354;2.1;2.1;2.1;2.1;;;;Einfach;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;5;text
VP1.9T;355;2.1;2.1;2.2;2.1;;;;Allein;Was sind deine Lieblingszutaten?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;5;text
VP1.9T;356;2.2;2.1;2.2;2.2;;;;Kaese gemuese;Welches Gemuese magst du?;Was sind deine Lieblingszutaten?;0;0;5;text
VP1.9T;357;2.2;2.2;3.1;2.2;;;;Spinat erbsen gruene bohnen pepperoni;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Vegane Spinat-Pizza mit Roestzwiebeln"".



 



Wie findest du das Rezept?";Welches Gemuese magst du?;0;0;5;text
VP1.9T;358;3.1;2.2;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Vegane Spinat-Pizza mit Roestzwiebeln"".



 



Wie findest du das Rezept?";0;0;5;text
VP1.9T;359;3.2;3.1;3.3;3.2;;;;Ja;Rezeptliste / Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;5;text
VP1.9T;360;2.2;3.2;3.1;3.3;;;;Alternative hefeteig pizza;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Pizza alla Mama mit Sucuk und Spinat"". Wie klingt das fuer dich?";Rezeptliste / Wie findest du die Zutaten?;0;0;5;text
VP1.9T;361;3.1;2.2;3.2;3.1;0;;;Ok;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Pizza alla Mama mit Sucuk und Spinat"". Wie klingt das fuer dich?";0;0;5;text
VP1.9T;362;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste/Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;5;text
VP1.9T;363;3.3;3.2;3.4;3.3;;;;Ok;Moechtest du das Rezept sehen?;Zutatenliste/Wie findest du die Zutaten?;0;0;5;text
VP1.9T;364;5;3.3;0;3.4;;;;Zeige erstes Rezept vegan pizza Roestzwiebeln;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;Moechtest du das Rezept sehen?;0;0;5;text
VP1.9T;365;4;5;2.2;0;;;;Nein;Was fuer Zutaten hast du gemeint?;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;0;0;5;text
VP1.9T;366;2.2;4;3.1;2.2;;;;Spinat TomatensoÌÙe zwiebeln;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Pizza Alara"". Wie klingt das fuer dich?";Was fuer Zutaten hast du gemeint?;0;0;5;text
VP1.9T;367;3.1;2.2;3.2;3.1;0;;;Ok;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Pizza Alara"". Wie klingt das fuer dich?";0;0;5;text
VP1.9T;368;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste/Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;5;text
VP1.9T;369;3.3;3.2;2.2;3.3;;;;Kein Haehnchenbrustfilet;Das tut mir Leid. Welche Zutaten wuerdest du niemals benuetzen?;Zutatenliste/Wie findest du die Zutaten?;0;0;5;text
VP1.9T;370;2.2;3.3;3.1;2.2;;;;Kein fleisch;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Pizza Knoblauch Champignon Paprika-vegan"". Wie klingt das fuer dich?";Das tut mir Leid. Welche Zutaten wuerdest du niemals benuetzen?;0;0;5;text
VP1.9T;371;3.1;2.2;3.2;3.1;0;;;Jo, Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Pizza Knoblauch Champignon Paprika-vegan"". Wie klingt das fuer dich?";0;0;5;text
VP1.9T;373;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste/Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;5;text
VP1.9T;374;3.3;3.2;3.4;3.3;;;;Gut;Moechtest du das Rezept sehen?;Zutatenliste/Wie findest du die Zutaten?;0;0;5;text
VP1.9T;375;3.4;3.3;3.4;3.4;;;;Ja;Rezept;Moechtest du das Rezept sehen?;0;0;5;text
VP2.1T;376;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;5;text
VP2.1T;377;2.1;1;2.1;1;0;1;1;Ich suche ein schnelles Rezept;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;5;text
VP2.1T;378;2.1;2.1;2.1;2.1;;;;Maximal 10 Minuten;Auf was hast du Lust?;Wieviel Zeit hast du zum Kochen?;0;0;5;text
VP2.1T;379;2.1;2.1;2.1;2.1;;;;Etwas warmes und nahrhaftes. Vegan;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;5;text
VP2.1T;380;2.1;2.1;2.2;2.1;;;;Gut;Was sind deine Lieblingszutaten?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;5;text
VP2.1T;381;2.2;2.1;2.2;2.2;;;;Alles mit viel Kohlenhydraten, also Nudeln oder Reis;Welches Gemuese magst du?;Was sind deine Lieblingszutaten?;0;0;5;text
VP2.1T;382;2.2;2.2;2.2;2.2;;;;Jedes;Welche Zutaten wuerdest du niemals benuetzen?;Welches Gemuese magst du?;0;0;5;text
VP2.1T;383;2.2;2.2;3.1;2.2;;;;Alles nicht vegane;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit veganer Tomatensauce"". Wie klingt das fuer dich?";Welche Zutaten wuerdest du niemals benuetzen?;0;0;5;text
VP2.1T;384;3.1;2.2;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit veganer Tomatensauce"". Wie klingt das fuer dich?";0;0;5;text
VP2.1T;385;3.2;3.1;3.3;3.2;;;;Gern;Zutatenliste/Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;5;text
VP2.1T;386;3.3;3.2;3.4;3.3;;;;Abgesehen von Kresse klingst das gut;Moechtest du das Rezept sehen?;Zutatenliste/Wie findest du die Zutaten?;0;0;5;text
VP2.1T;387;3.4;3.3;3.4;3.4;;;;Gerne;Rezept;Moechtest du das Rezept sehen?;0;0;5;text
VP2.2T;388;1;-1;1;-1;;;;hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;5;text
VP2.2T;389;2.1;1;2.1;1;0;2;1;ich gehe zu spaet nach Hause, aber ich moechte nicht mit meinem leeren Magen schlafen. was sollte ich essen?;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;5;text
VP2.2T;391;2.1;2.1;2.1;2.1;;;;etwas gesund und schnell zu kochen;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;5;text
VP2.2T;392;2.1;2.1;2.2;2.1;;;;ich habe noch keine Idee, kann du mir vorschlagen?;Was sind deine Lieblingszutaten?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;5;text
VP2.2T;395;2.2;2.1;2.2;2.2;;;;ich liebe Huehnerfleisch;Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;Was sind deine Lieblingszutaten?;0;0;5;text
VP2.2T;396;2.2;2.2;3.1;2.2;;;;reis;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Haehnchen Teriyaki auf Reis"". Wie klingt das fuer dich?";Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;0;0;5;text
VP2.2T;397;3.1;2.2;3.3;3.1;0;;;ja das klingt gut, kannst du mir Zutatenliste zeigen?;Zutatenliste/Wie findest du die Zutaten?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Haehnchen Teriyaki auf Reis"". Wie klingt das fuer dich?";0;0;5;text
VP2.2T;399;2.2;3.1;3.1;3.3;;;;Hmmm Zwiebeln und Pfeffer gefallen mir gar nicht, kannst ich Zucchini statt Zwiebel wechseln?;"Das tut mir Leid. Wie klingt ""Gebratener Reis mit Huehnchen"" fuer dich?";Zutatenliste/Wie findest du die Zutaten?;0;0;5;text
VP2.2T;401;3.1;2.2;3.2;3.1;1;;;bitte zeig mir Zutatenliste!;Zutatenliste/Wie findest du die Zutaten?;"Das tut mir Leid. Wie klingt ""Gebratener Reis mit Huehnchen"" fuer dich?";0;0;5;text
VP2.2T;402;3.2;3.1;3.4;3.2;;;;ja das klingt echt gut;Rezept;Zutatenliste/Wie findest du die Zutaten?;0;0;5;text
VP2.2T;404;4;3.2;-1;3.4;;;;sehr schoen;NaN;Rezept;0;0;5;text
VP2.2T;405;4;4;-1;-1;;;;vielen dank;NaN;NaN;0;0;5;text
VP1.3T;406;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;6;text
VP1.3T;407;2.1;1;2.2;1;0;0;1;schnelles Gericht Rezept;Was sind deine Lieblingszutaten?;Hallo! Was kann ich fuer dich tun?;0;0;6;text
VP1.3T;408;2.2;2.1;0;2.2;;;;Schockolade;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;Was sind deine Lieblingszutaten?;0;1;6;text
VP1.3T;409;2.2;2.2;2.2;0;;;;Schokolade;Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;0;1;6;text
VP1.3T;410;2.2;2.2;2.1;2.2;;;;Nudeln;Wie stehst du zu regionaler Kueche?;Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;0;0;6;text
VP1.3T;411;2.1;2.2;2.2;2.1;;;;mag ich;Welches Gemuese magst du?;Wie stehst du zu regionaler Kueche?;0;0;6;text
VP1.3T;412;2.2;2.1;3.1;2.2;;;;Kartoffeln;"Mit den Zutaten die du mir genannt hast habe ich folgendes Rezept gefunden ""Leichte SoÌÙe fuer Auflaeufe und Gratins, aber auch geeignet fuer Nudeln, Kartoffeln, Reis und Co."": Wie klingt das fuer dich?";Welches Gemuese magst du?;0;0;6;text
VP1.3T;413;3.1;2.2;3.2;3.1;0;;;sehr gut;Moechtest du die Zutatenliste sehen?;"Mit den Zutaten die du mir genannt hast habe ich folgendes Rezept gefunden ""Leichte SoÌÙe fuer Auflaeufe und Gratins, aber auch geeignet fuer Nudeln, Kartoffeln, Reis und Co."": Wie klingt das fuer dich?";0;0;6;text
VP1.3T;414;3.2;3.1;3.4;3.2;;;;nein;Link;Moechtest du die Zutatenliste sehen?;0;0;6;text
VP1.8T;415;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;6;text
VP1.8T;416;2.1;1;3.1;1;1;2;2;Suche mir doch bitte zwei Rezepte raus. Das erste soll vegan sein, ich habe unter anderem Auberginen, Nudeln, Paprika und Salat da Das zweite soll Fleisch ebthalten. Ich habe Schweine- und Huehnerschnitzel da und oben genanntes. Das zweite soll Fleisch ebthalten. Ich habe Schweine- und Huehnerschnitzel da und oben genanntes;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Spaghetti mit Paprika-Auberginengemuese und Mozzarella"". Wie klingt das fuer dich?";Hallo! Was kann ich fuer dich tun?;0;0;6;text
VP1.8T;419;3.1;2.1;0;3.1;0;;;das klingt nicht schlecht, es kann auch was aufwendigeren sein, ich habe ca. 3,5 Stunden zeit, bitte such noch das zweite Rezept raus;NaN;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Spaghetti mit Paprika-Auberginengemuese und Mozzarella"". Wie klingt das fuer dich?";0;0;6;text
VP1.8T;421;2.2;3.1;0;0;;;;Das zweite soll Fleisch ebthalten. Ich habe Schweine- und Huehnerschnitzel da und oben genanntes;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;NaN;0;0;6;text
VP1.8T;422;2.1;2.2;3.1;0;;;;es kann aufweniger sein, ich habe 3,5 Stunden Zeit;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Schweineschnitzel mit Aubergine und Mozzarella"". Wie klingt das fuer dich?";Ich glaube da war ein Rechtschreibfehler. Was meintest du?;0;0;6;text
VP1.8T;423;3.1;2.1;3.4;3.1;1;;;Gut! Schicke mir doch bitte die jeweiligen Rezepte;Rezept1;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Schweineschnitzel mit Aubergine und Mozzarella"". Wie klingt das fuer dich?";0;0;6;text
VP1.8T;425;4;3.1;-1;3.4;;;;Danke TeleFood!;NaN;Rezept1;0;0;6;text
VP1.9T;426;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;6;text
VP1.9T;427;2.1;1;2.1;1;0;0;1;Essen einfach kalt;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;6;text
VP1.9T;428;2.1;2.1;0;2.1;;;;0;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;Wieviel Zeit hast du zum Kochen?;1;0;6;text
VP1.9T;429;2.1;2.1;2.1;0;;;;1 minute;Wie stehst du zu regionaler Kueche?;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;1;0;6;text
VP1.9T;430;2.1;2.1;2.2;2.1;;;;Gut;Welches Gemuese magst du?;Wie stehst du zu regionaler Kueche?;0;0;6;text
VP1.9T;431;2.2;2.1;3.1;2.2;;;;Salat essiggurken zwiebeln spargel;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gemischter gruener Salat mit angebratenem gruenen Spargel"". Wie klingt das fuer dich?";Welches Gemuese magst du?;0;0;6;text
VP1.9T;432;3.1;2.2;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gemischter gruener Salat mit angebratenem gruenen Spargel"". Wie klingt das fuer dich?";0;0;6;text
VP1.9T;434;3.2;3.1;3.3;3.2;;;;Ja;Rezeptliste/Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;6;text
VP1.9T;435;3.3;3.2;3.3;3.3;;;;Gut;Moechtest du das Rezept sehen?;Rezeptliste/Wie findest du die Zutaten?;0;0;6;text
VP1.9T;437;3.3;3.3;3.4;3.3;;;;Ja;Rezept;Moechtest du das Rezept sehen?;0;0;6;text
VP2.1T;438;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;6;text
VP2.1T;439;2.1;1;0;1;0;1;1;Ich brauche ein schnelles und steigendes Gericht;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;Hallo! Was kann ich fuer dich tun?;0;1;6;text
VP2.1T;440;2.1;2.1;2.1;0;;;;saettingendes;Auf was hast du Lust?;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;0;1;6;text
VP2.1T;441;2.1;2.1;2.1;2.1;;;;Indisch;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;6;text
VP2.1T;442;2.1;2.1;2.1;2.1;;;;Gut;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;6;text
